Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
2026-06-18T17:46:51.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",MA,01432,None,Web,2026-06-18T18:03:44.000Z,Closed with explanation,Yes,23348181
2026-06-02T13:45:33.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,Bank of America failed to reach out and freeze  XXXX  account after contacting them several times by phone.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,313XX,None,Web,2026-06-02T13:57:08.000Z,Closed with explanation,Yes,22804045
2026-06-10T17:10:27.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,MA,017XX,None,Web,2026-06-10T17:51:26.000Z,Closed with explanation,Yes,23078582
2026-06-02T14:32:01.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BMO BANK NATIONAL ASSOCIATION,CA,94559,Older American,Web,2026-06-10T21:20:53.000Z,Closed with explanation,Yes,22807190
2026-06-10T17:28:09.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",TX,77354,None,Web,2026-06-10T17:47:22.000Z,Closed with non-monetary relief,Yes,23078429
2026-06-18T19:06:52.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",TX,75701,None,Web,2026-06-18T19:36:08.000Z,Closed with monetary relief,Yes,23352261
2026-06-18T20:17:08.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,IL,60516,None,Web,2026-06-18T20:37:28.000Z,Closed with explanation,Yes,23355267
2026-06-22T16:21:48.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,On XX/XX/XXXX I filed for a refund from PayPal for {$210.00} due to not receiving a product I paid for. It is now XX/XX/XXXX and I still have not received my refund from PayPal. I have called numerous times and keep getting told it is XXXX holding up my funds. It has been 94 days which violates the federal electronic funds transfer timeline. PayPal is now unlawfully holding my funds past the regulatory guidelines.,None,"Paypal Holdings, Inc",MI,480XX,None,Web,2026-06-22T16:36:16.000Z,Closed with monetary relief,Yes,23445607
2026-06-22T17:18:59.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,I was told that Citibank 's Reference Code XXXX is a result from the other party having issues with their XXXX Account. I find this false because I asked the other recipient to send XXXX to someone else and it works. My XXXX access is continues to be restricted from sending XXXX to other recipients. There are currently no holds on my account.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11229,None,Web,2026-06-22T17:31:51.000Z,Closed with explanation,Yes,23447695
2026-06-23T11:50:46.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,02116,None,Web,2026-06-23T11:57:02.000Z,Closed with explanation,Yes,23477013
2026-06-02T18:05:13.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"On or about XX/XX/year> several of my bank, credit card, and XXXX accounts were compromised. 

I contacted Bank of America first as I was first notified of authorized payments being cancelled. I learned that someone accessed my account approximately XXXX ( while I was asleep ) and was able to send {$7200.00} via XXXX to various recipients they added. I did not authorize these additions, nor did I approve the money being sent. 

They sent 4 different transactions. 

Bank of America took a few days and responded to say they were denying my claim because previously approved login was used her. Well guess what? If someone steals your login information, they will have previously used login information. 
At any rate, I have subsequently filed a report with my local Sherriff 's office, the FBI, and will now be forced to contact BOAs corporate office. Eventually filing a lawsuit if needed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34746,None,Web,2026-06-02T18:36:53.000Z,Closed with explanation,Yes,22816137
2026-06-24T22:53:32.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Chime Financial Inc,MN,55807,None,Web,2026-06-24T23:29:42.000Z,Closed with explanation,Yes,23546504
2026-06-22T22:19:02.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,I have never opened a citibank. Please remove this account within XXXX business days.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",IN,464XX,None,Web,2026-06-22T22:23:25.000Z,Closed with non-monetary relief,Yes,23459876
2026-06-10T19:49:55.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",GA,31601,None,Phone,2026-06-10T20:28:51.000Z,Closed with explanation,Yes,23085003
2026-06-10T20:20:51.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,TransferWise Ltd,None,None,None,Web,2026-06-10T20:41:59.000Z,Closed with explanation,Yes,23086386
2026-06-25T18:26:00.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",SC,29906,None,Phone,2026-06-25T18:46:52.000Z,Closed with explanation,Yes,23575546
2026-06-10T20:23:22.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",WA,98033,Older American,Phone,2026-06-10T20:57:27.000Z,Closed with explanation,Yes,23087204
2026-06-02T21:09:15.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,"Early Warning Services, LLC",GA,30087,None,Web,2026-06-02T21:14:26.000Z,Closed with explanation,Yes,22823252
2026-06-19T03:04:49.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Chime Financial Inc,NY,11238,None,Web,2026-06-19T03:16:49.000Z,Closed with explanation,Yes,23368065
2026-06-19T03:19:47.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,CA,91701,None,Web,2026-06-19T03:45:04.000Z,Closed with explanation,Yes,23368928
2026-06-19T05:03:44.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",None,None,None,Web,2026-06-19T05:15:30.000Z,Closed with explanation,Yes,23370964
2026-06-02T22:57:25.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",OR,97205,None,Web,2026-06-02T23:18:19.000Z,Closed with monetary relief,Yes,22828035
2026-06-19T08:40:06.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",GA,30068,None,Web,2026-06-19T08:55:46.000Z,Closed with explanation,Yes,23374797
2026-06-03T01:41:00.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,92728,None,Web,2026-06-03T02:26:29.000Z,Closed with explanation,Yes,22832831
